url_path,views_total,views_unique
/SuperDuperDB/superduperdb,1073,486
/SuperDuperDB/superduperdb/blob/main/README_zh.md,291,61
/SuperDuperDB/superduperdb/pulls,242,22
/SuperDuperDB/superduperdb/issues,193,34
/SuperDuperDB/superduperdb/commits/main,147,8
/SuperDuperDB/superduperdb/tree/main/superduperdb,144,27
/SuperDuperDB/superduperdb/tree/main/examples,107,29
/SuperDuperDB/superduperdb/blob/main/examples/question_the_docs.ipynb,71,14
/SuperDuperDB/superduperdb/blob/main/examples/chat_with_your_database.ipynb,67,19
/SuperDuperDB/superduperdb/tree/docs/reusable_snippets/docs,55,7
